gene,n_runs_in_phase6,median_random_effect,std_random_effect,iqr_random_effect,median_random_p,direction,direction_concordance
UBE2L6,49,0.300306,0.000000,0.000000,1.625309e-06,up,1.0000
UBE4A,50,-0.189192,0.000000,0.000000,1.681997e-02,down,1.0000
UBLCP1,48,-0.226701,0.000000,0.000000,3.516875e-01,down,1.0000
UBTD1,48,0.304578,0.000000,0.000000,6.930812e-02,up,1.0000
UCHL5,50,-0.352281,0.000000,0.000000,3.940252e-02,down,1.0000
UGDH,50,0.499850,0.000000,0.000000,1.617816e-02,up,1.0000
UQCRC1,45,-0.350513,0.000000,0.000000,4.118990e-02,down,1.0000
UQCRC2,50,-0.229098,0.000000,0.000000,2.524445e-01,down,1.0000
URGCP,48,-0.199572,0.000000,0.000000,1.696628e-03,down,1.0000
VAMP1,46,-0.658970,0.000000,0.000000,2.392078e-02,down,1.0000
VDAC3,46,-0.281176,0.000000,0.000000,2.773455e-01,down,1.0000
VIM,50,0.955644,0.000000,0.000000,1.846041e-02,up,1.0000
VPS16,48,-0.169937,0.000000,0.000000,7.288677e-02,down,1.0000
VPS33B,50,-0.272261,0.000000,0.000000,2.098173e-02,down,1.0000
VPS36,50,-0.249387,0.000000,0.000000,2.274336e-01,down,1.0000
VPS39,50,-0.188287,0.000000,0.000000,1.495131e-02,down,1.0000
VRK1,49,-0.251874,0.000000,0.000000,8.584503e-02,down,1.0000
VSNL1,49,-0.354236,0.000000,0.000000,4.218705e-01,down,1.0000
WDR54,50,-0.268838,0.000000,0.000000,1.046019e-01,down,1.0000
WSCD1,50,0.513240,0.000000,0.000000,7.416076e-03,up,1.0000
WWC1,50,0.423730,0.000000,0.000000,2.949576e-08,up,1.0000
YAP1,50,0.746746,0.000000,0.000000,4.997168e-03,up,1.0000
YBX1,46,0.530377,0.000000,0.000000,1.584470e-04,up,1.0000
YBX3,50,1.029765,0.000000,0.000000,8.462255e-05,up,1.0000
YPEL4,49,-0.245203,0.000000,0.000000,1.645361e-02,down,1.0000
ZBTB24,50,-0.231679,0.000000,0.000000,8.107161e-03,down,1.0000
ZFAND3,50,0.332504,0.000000,0.000000,1.271850e-02,up,1.0000
ZFHX3,50,0.447554,0.000000,0.000000,3.225776e-04,up,1.0000
ZFYVE21,50,0.284924,0.000000,0.000000,7.455111e-06,up,1.0000
ZNF25,46,-0.360419,0.000000,0.000000,1.674106e-01,down,1.0000
ZNF385B,50,-0.219447,0.000000,0.000000,1.621200e-01,down,1.0000
