gene,n_datasets_detected,n_datasets_significant,mean_log2fc,consistent_direction
ATF6,2,2,-0.4165339869580367,True
ATF6B,2,2,-0.08942579933126281,True
ATF7,2,2,-0.44359608928118754,True
ATF7IP,2,2,-0.21986078136092624,True
ATG101,2,2,0.22288255286511188,True
ATG12,2,2,-0.3137547017780165,True
ATG14,2,2,-0.41360956341911775,True
ATG16L1,2,2,-0.19859412243281147,True
ATG16L2,2,2,-0.20628992794434586,True
ATG2A,2,2,0.6818224086745696,True
ATG3,2,2,0.23624207064528385,True
ATG4A,2,2,0.3994890456547925,True
ATG4B,2,2,0.43041283810851927,True
ATG5,2,2,-0.5272237063577587,True
ATG7,2,2,-0.2998705883145297,True
ATIC,2,2,0.46090423800392966,True
ATL1,2,2,-0.6717772181319726,True
ATL3,2,2,-0.2101584571817957,True
ATM,2,2,-0.24179280158151611,True
ATMIN,2,2,0.19515408704678247,True
ATOH8,2,2,-1.0005455385712472,True
ATOSB,2,2,0.12374273583291039,True
ATOX1,2,2,0.5940154584495451,True
ATP10A,2,2,-0.47605348990555263,True
ATP10B,2,2,1.42915719177865,True
ATP10D,2,2,0.4909362028080628,True
ATP11B,2,2,0.5183602048840007,True
ATP12A,2,2,4.384960290520409,True
ATP13A1,2,2,0.4420231880546406,True
ATP13A3,2,2,0.31841888352560815,True
ATP13A5,2,2,-1.5036120354018767,True
ATP1A2,2,2,-1.4808447699353455,True
ATP1B3,2,2,0.2907320655267507,True
ATP2A1,2,2,0.13539455196184072,True
ATP2A3,2,2,-1.1101156098028655,True
ATP2B1,2,2,-0.3747563605159757,True
ATP2B4,2,2,-0.2287242450874735,True
ATP2C2,2,2,0.5191873541930783,True
ATP5F1B,2,2,0.18955305974264844,True
ATP5F1C,2,2,-0.05071206581199389,False
ATP5F1D,2,2,0.17913911389135392,True
ATP5IF1,2,2,0.14908571564401743,False
ATP5MC1,2,2,0.1828137091468068,True
ATP5MC2,2,2,0.16882539342989475,True
ATP5ME,2,2,0.1973292133620677,True
ATP5MJ,2,2,0.21644647020790897,True
ATP5MK,2,2,0.21814698863780552,True
ATP5PB,2,2,0.05335959723630662,False
ATP5PD,2,2,0.07522534484343617,False
ATP5PF,2,2,0.18233445198402595,True
ATP6V0A4,2,2,-1.4587660324226677,True
ATP6V0B,2,2,0.25833229841214533,True
ATP6V0D1,2,2,0.5859199040789808,True
ATP6V0E1,2,2,-0.01405886590390553,False
ATP6V0E2,2,2,-0.44366280421209503,True
ATP6V1A,2,2,0.17037833088235474,True
ATP6V1B1,2,2,-0.6963504607156442,True
ATP6V1B2,2,2,0.548205106712728,True
ATP6V1C2,2,2,0.5097403639864357,True
ATP6V1E1,2,2,0.11248709991442739,True
ATP6V1G1,2,2,0.4836731827300985,True
ATP7A,2,2,-0.40279669168357,True
ATP7B,2,2,-0.17526085473187136,True
ATP8A1,2,2,-0.7481003801343797,True
ATP8B2,2,2,-0.5256555900101426,True
ATP8B4,2,2,-0.515438885506466,True
ATP9A,2,2,-0.1163719161542851,True
ATR,2,2,0.08686060989794536,False
ATRAID,2,2,-0.2732041823656192,True
ATRX,2,2,-0.20163473073022264,True
ATXN10,2,2,-0.004685582086714865,False
ATXN2,2,2,-0.34934587913602894,True
ATXN2L,2,2,-0.19598357657200882,False
ATXN3,2,2,-0.26519833123098335,True
ATXN7,2,2,-0.3506872153112327,True
ATXN7L1,2,2,-0.3433296118946503,True
ATXN7L3,2,2,0.29881450305844276,True
AUNIP,2,2,1.2986607945138193,True
AURKB,2,2,0.771919874128423,True
AUTS2,2,2,-0.26307399519840197,True
AVEN,2,2,1.1968262449448535,True
AVIL,2,2,-0.0008198018192192846,False
AVPI1,2,2,0.39363940625000093,True
AWAT1,2,2,-1.4642099565479212,True
AXIN2,2,2,-0.5373171015941932,True
AXL,2,2,-0.5666840358614338,True
AZI2,2,2,0.28099639279601907,False
B2M,2,2,-0.04454765618660899,True
B3GALNT1,2,2,-0.2581481300709937,True
B3GALT5,2,2,-1.202505044482125,True
B3GAT3,2,2,-0.4592578991030683,True
B3GNT3,2,2,0.23987972741823008,True
B3GNT9,2,2,0.29171325076064775,False
B4GALNT2,2,2,0.08720603064781919,True
B4GALT4,2,2,-0.3796770183506584,True
B4GALT5,2,2,-0.2604512241537788,True
B4GAT1,2,2,-0.49252977354842825,True
BACE1,2,2,-0.12325744043166766,True
BACE2,2,2,-0.3905336498478694,True
BACH1,2,2,0.09198502784292625,False
BACH2,2,2,-0.8990074096887672,True
BAG2,2,2,-0.7029828206294373,True
BAG3,2,2,0.4848485287778912,True
BAG5,2,2,-0.21772327033151587,True
BAG6,2,2,0.0658722073878065,False
BAHD1,2,2,-0.2933433977877789,True
BAIAP2L1,2,2,0.19070796781503535,False
BAIAP2L2,2,2,0.060615165599645186,False
BAIAP3,2,2,-0.025746171415440722,False
BAK1,2,2,0.6125188769650101,True
BAMBI,2,2,-0.583894531059837,True
BANF1,2,2,-0.2837257830406959,True
BAP1,2,2,0.04719760470017756,False
BARD1,2,2,-0.21656926410370264,True
BASP1,2,2,0.1810975264008627,True
BATF,2,2,0.20093233325938117,True
BATF2,2,2,0.5335453180147058,True
BATF3,2,2,0.7992549042374489,True
BAX,2,2,0.565748863954741,True
BAZ1A,2,2,0.2409022945772034,True
BAZ1B,2,2,-0.17133111238590387,True
BAZ2B,2,2,-0.23885231332403672,True
BBIP1,2,2,-0.3336682104779406,True
BBS1,2,2,-0.3983852546748221,True
BBS10,2,2,-0.356970206944092,True
BBS2,2,2,-0.6850479341880068,True
