gene,cluster_id,max_level_survived,mean_log2fc,direction
SERTAD4,156,4,-0.29042209476006003,down
FAM234B,162,4,-0.05548483243185073,down
INA,162,4,-0.015036269409987923,down
NTN4,162,4,-0.057506912097908224,down
PFKP,162,4,-0.02341682443697124,down
PPP3CA,162,4,-0.011051797295164553,down
RMND1,162,4,-0.052753128877262245,down
VPS36,162,4,-0.03999334932305961,down
ZNF385B,162,4,-0.04233008717273575,down
DEPDC5,165,4,0.018321273074113797,up
DPP8,165,4,0.01739966438109075,up
NCKIPSD,165,4,0.006878943084226208,up
SYNGR1,165,4,0.058854507676182166,up
VDAC3,165,4,-0.01714041149610009,down
VPS33B,165,4,-0.02439113829518824,down
ATP1A1,166,4,-0.309459256297103,down
DPP10,166,4,-0.24350988825275235,down
FBLN7,166,4,-0.3198650698560505,down
GOT1,166,4,-0.2875157093865062,down
NDRG3,166,4,-0.265287398854855,down
THEMIS,166,4,-0.3145959378898618,down
VSNL1,166,4,-0.3135678827799981,down
ATP2B2,167,4,-0.16134065081453564,down
NOMO1,167,4,-0.19810629338164767,down
PRKCE,167,4,-0.20614900425829022,down
SH3GL2,167,4,-0.2095890460828468,down
GABRG2,168,4,-0.16936471500584074,down
KCNS2,168,4,-0.1743676328742012,down
RCAN2,168,4,-0.15216218004959714,down
SLC6A15,168,4,-0.14187652098172224,down
CBLN2,169,4,-0.353244543295171,down
KCNS1,169,4,-0.567892044001517,down
PREPL,169,4,-0.2938694439079219,down
SEZ6L2,169,4,-0.2735071993985774,down
BTG3,171,4,0.6628301135918057,up
CD84,171,4,0.5509844205519027,up
GNG5,171,4,0.7316728136854976,up
HSPA5,171,4,0.6721930727006488,up
JUN,171,4,0.8364571547687726,up
NEK6,171,4,0.6437928519309134,up
P3H2,171,4,0.583920629222163,up
RPS19,171,4,0.4884444073213257,up
SDF2L1,171,4,0.6182363205126635,up
SFMBT2,171,4,0.5141951270453321,up
SOX4,171,4,0.7069179787571355,up
AARS1,173,4,0.0837317797936364,up
FXR2,173,4,0.12262311913294906,up
QRICH1,173,4,0.033018744514012134,up
RNMT,173,4,0.15261340823303282,up
SERGEF,173,4,0.12218669392536678,up
SHLD1,173,4,0.0530936736545096,up
SPIN2B,173,4,0.06084300887263013,up
ATP5F1B,174,4,0.027658698790912872,up
ENTPD6,174,4,0.04545947396596558,up
KAT7,174,4,0.03358587585657791,up
LRRC20,174,4,-0.007936740756374702,down
NR3C2,174,4,0.03757899306343878,up
NTAQ1,174,4,0.009263663334826125,up
SLC12A5,174,4,0.017919026513596375,up
SPATA7,174,4,0.06376191268728999,up
ASB13,175,4,-0.17072924352405097,down
ATP6V1E1,175,4,-0.1265443800908308,down
DYNLT5,175,4,-0.293883305684631,down
ITPR1,175,4,-0.2830043346949604,down
PTH2R,175,4,-0.2352037427847026,down
RWDD2B,175,4,-0.19371724821836503,down
SCN2B,175,4,-0.16477544012811288,down
ABCG4,176,4,-0.0034218903893797523,down
